sample_id,source_image_id,sha256,phash,width,height,format,file_size,class,split,dataset_version,transformation_version,created_at
scene_0062_w01,scene_0062,fe84aa3b1046f98e2edbe0da0995576982fe6c1725bc8137813c3d36100d1c68,0111000111110000110011001100100011101000001100110011001100001111,100,259,JPEG,6706,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0063_w00,scene_0063,8038498e8f08c877150a224af24b3850d098696a751e6917e2c746c52d593531,1000011001101001011010010110100101101001001100110011001100010011,99,317,JPEG,8071,FULL_PPE,val,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0064_w00,scene_0064,fec343fafd85b0a3eb932cea92093a0a0f81c57db8899b7833144366a384ae5e,1011000000101011011010010110100100101011001100110011001100110011,119,249,JPEG,7541,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0065_w00,scene_0065,326361577e58c5baa9366450055324a5680ce57c9d40095ae51579a512b0fb56,0111000111110000110011001100110011001000001100110011001100110011,125,272,JPEG,6922,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0066_w00,scene_0066,1009b5da2af4af4f1ad1ba29b547b7ef6c77be23d68f10b8b1b8b1824ac75d8b,0111001001101010011010010110100000101011001100110011001100110011,160,282,JPEG,9407,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0066_w01,scene_0066,f02cf8916d6020da7f63fc5f2d4a91606b46415482d18ddcd3aa7bf20a97d038,0111000111101000110010001100100001101001001100110011001100110011,105,334,JPEG,8324,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0067_w00,scene_0067,185b10340f2d68d41506bf7068a30b14bf6d9df3e82325da4d0169b5cff55149,1100010000101011001010110010101100110011001100110011001100001011,147,276,JPEG,5283,NO_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0067_w01,scene_0067,873d3e6f1820fe3ff37ba85629d0a8d215d8d96d4e727829badd9881f26d4575,1111000000101011001000110010101100110011001100110011001100001011,165,310,JPEG,6762,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0068_w00,scene_0068,1129750eddebe69baf6613bb0baa7b22b5c5e94bb5b8bf6d5dc4f3917f12c88c,1101101100101011011010010110100100101001001100110011001100011011,98,337,JPEG,8942,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0069_w00,scene_0069,71ec7407deb6fa68295d72438381e549a14c34e7b9690758387b6c26e41e59fe,1111000001101001011010010110100100101011001100110011001100001011,149,368,JPEG,12042,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0069_w01,scene_0069,c3d8625722309371e4ad8b311f08aab111a7d980844abac050dad72e438ae00a,1111000000110011001010110010101100110011001100110011001100001011,114,288,JPEG,6208,NO_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0070_w00,scene_0070,674e574b267b54b295d8f28e3f07c2f9d7a03bfe14defb9904509705bc3d5e50,0111000111101000111010001110100011101000001100110011001100001111,135,325,JPEG,8806,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0071_w00,scene_0071,6d38bb37f86a913441673b93ae21a519858e5eb747d2ebe834331e5186a90306,1111001100110011001000110010101100110011001100110011001100001011,112,318,JPEG,5578,NO_PPE,test,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0072_w00,scene_0072,aff179c0962194d64905a1682eab1d43d61ca1df5c70e8642cbfdd68df1c2ef2,1100111001001111011010110110100101101011001100110011001101010011,107,375,JPEG,9608,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0073_w00,scene_0073,fc39e5e2012f38704617c8fb8629eff14cab571c6945a8a4ffd6fcdd6c42b778,1111000001110001001000110010101100100011001100110011001100110011,107,322,JPEG,4610,NO_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0074_w00,scene_0074,63bea19ec2b11a9d24c9f8da05e7f6a620614237f8b8c9b7a2453184f34d0299,1111101101101011011010010110100100101011001100110011001100001011,137,345,JPEG,10376,PARTIAL_PPE,test,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0075_w00,scene_0075,45b8e002ca6e5c3af8f9283f3ad2bb3bbfdf4a6e1a8ace0308136936c1f43a8e,1001011000001111001010110010101100110011001100110011001100011011,173,383,JPEG,9967,PARTIAL_PPE,val,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0076_w00,scene_0076,8cd567d9ac8e9e0d2af3183b1e2e66a1e535c547b8618a74e8f66286bcfcc163,1000001000001111001010110010101100110011001100110011001100110011,158,253,JPEG,7390,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0077_w00,scene_0077,ef9dec592ebca844ff9b57f5c2f8e8bc1608074b2369ae611717cabf6a92d962,1000011000001111011010010110100101101001001100110011001100110011,133,257,JPEG,7390,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0078_w00,scene_0078,f781203dd05b778ca6a4656d7972959fb4b00cd697af0b5d25584e77f7cc195e,0111000111100000111010001110100011101000001100110011001100001111,144,335,JPEG,9238,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0078_w01,scene_0078,b4b87f5e5120710d1b4e9777890e86bf585220c528cc325cafefe66d256e24d5,1111000111110000110011001100110011101000001100110011001100110011,146,278,JPEG,8112,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0078_w02,scene_0078,99517ad72edb21ba9323b05b7fdc948292b796a0bbfc4cd75ff0c6ea6533cb70,0111000111110000111010001110100011101000001100110011001100001011,136,312,JPEG,9286,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0079_w00,scene_0079,d3b31c2ca4f8c0d6757c955a7efd1cf6a147a7045833e35bbe34116377965c1c,0111000101101001111010001110100001101001001100110011001100110011,142,387,JPEG,9090,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0080_w00,scene_0080,7e020cb2a3cdf4330a49037bd8dd0f9768a19610095b678a1b9a1d0a7f68ea5c,1000111000001111001010110110100100101011001100110011001100101111,163,274,JPEG,8286,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0080_w01,scene_0080,e05401cfad7f258e31de39e06dcc74116d93a2b9f68592b3efa7bb48c65a70f9,1011011000011111001010110010101100110011001100110011001100110011,106,348,JPEG,5166,NO_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0081_w00,scene_0081,2100c06bc3182aa9b056003552d0faa46c25dd4719b5434f502e9cead9ab1f22,1000011000001111001010110010101100110011001100110011001100101011,166,309,JPEG,7298,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0081_w01,scene_0081,4f87fc0f377c6921211001fc200f1fab9f3c97f5ede77e09eb5a7887e6c3aa07,1011011000001111001000110010101100110011001100110011001100100111,158,383,JPEG,9335,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0082_w00,scene_0082,73eb6074f94698bbc12aa5f3f4057e62ab62fb93f2697f2eda54bcad42120fe8,0111000001110001000100110010101100110011001100110011001100110011,163,392,JPEG,7305,NO_PPE,test,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0083_w00,scene_0083,03eea74cd1bbce08fdb325d60a73485e8cb1b42b81cb2b7430502c6ccb8f25dc,0100101101001011011010010110100101101001001100110011001100110011,142,382,JPEG,11210,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0083_w01,scene_0083,01ab9014a9fe72337a7ee11e3ccd1d634cc90dcaabe0658326f1540fe7211ded,1000011000001111011010010110100100101011001100110011001100110011,120,271,JPEG,8414,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0084_w00,scene_0084,49202e10c11a8084e000926cad5924d4ac6f8fadab1d265ebaa0c08eef57e6f6,1111000111110000111010001110100011101000001100110011001100110011,154,258,JPEG,7809,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0084_w01,scene_0084,a78305c8fd51b9093bbb8cb2f432dfa8cab9ab5d698223466be29dc28133f4ba,0111000111110000110011001100100011101000001100110011001100001111,104,271,JPEG,7574,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0085_w00,scene_0085,ff008e2c6060b5da588328e2c8895743fea80d1907a1480ab48f5f71600340d0,1000011000001111001010110010101100101011001100110011001100101011,165,365,JPEG,10902,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0085_w01,scene_0085,c6e011cb69a44ab14e0d5fe33fb14e866997d84bb0b25a098c5a7755ec4397c2,1000111000001111001010110010101100101011001100110011001100110011,133,344,JPEG,8989,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0085_w02,scene_0085,99d384a9cd2df6a7b0724975308d82a60593896490d66ba0a64a6f8bd182b193,0101011001001111011010010110100101101011001100110011001100110011,124,304,JPEG,9747,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0086_w00,scene_0086,4cb7863c31a4337ce8d4ce716f85e4630957db7913e8871b7598dc37dc752f26,1000111000001111001010010110100100101001001100110011001100110011,120,374,JPEG,9371,PARTIAL_PPE,test,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0087_w00,scene_0087,e5baef549f6fedd476568c1df479cc1b1a41f285a72b7447e184cde2827cc3db,1011000000101001011010010110100100101011001100110011001100011011,121,346,JPEG,9687,FULL_PPE,test,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0087_w01,scene_0087,116e4175357e606724c72b82f48a6abb258447f3fe6c4c258d30493723e93b8d,0010101000101011011010010110100100101011001100110011001100101011,124,381,JPEG,9566,PARTIAL_PPE,test,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0088_w00,scene_0088,351c24d39cb0ed66b7331ad98565a8b0694b3f0d292e0ccb32faf2e5a59a2d30,0110100001101001011010010110100100101011001100110010101100001011,137,335,JPEG,9863,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0088_w01,scene_0088,8cba3151988aa747ba150ee6c7fb71d56e758b8d1de3ecd582e55c686b0468b5,1111000000110011001000110010101100110011001100110011001100001011,119,322,JPEG,6406,NO_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0089_w00,scene_0089,f33cdd5ce25a0bdbde021c7ad3ab98b2a3516cbd8c1c5e9c1cce3c291467be2f,0111000001110001000100110010101100110011001100110011001100001111,163,302,JPEG,7686,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0090_w00,scene_0090,ad586337ed95843ecf327be9b671bc0acd6be423f061b34e3ecf300ed9c19016,0111000000110001000000110010101100110011001100110011001100110011,121,360,JPEG,5587,NO_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0091_w00,scene_0091,3ad9359f899b6cced44c2440a42ca3becd41a26fc1c1361d908545639a667e7a,1111000000100011001010110010101100110011001100110011001100001011,160,369,JPEG,9796,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0091_w01,scene_0091,9b9961464a804b41cbb77e0c2a7f8e486175b8ea6950914d21deaca7eb1c66f1,0111100101101001110011001100100001101000001100110011001100001011,173,292,JPEG,9784,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0092_w00,scene_0092,335c8beeac103a770863ecc6d2b92301a23b035d36fc543d242ffe87c64638b3,0111000111110000111010001110100011101000001100110011001100001111,173,339,JPEG,10123,PARTIAL_PPE,test,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0092_w01,scene_0092,d32dc500627fa18f998e66263c2f91137be51f554125dd6b785e6b5f716bff31,0111000101110001000001110010101100100011001100110011001100001111,157,305,JPEG,6321,NO_PPE,test,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0092_w02,scene_0092,3557e01bbb2144703b0a987b4d56deafc16cc765f64e57316215842fef24e70f,0111000111110000110011001100110011001000001100110011001100110011,129,359,JPEG,8660,FULL_PPE,test,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0093_w00,scene_0093,0fec33cdaca10dab26f2199a55502e7c6c251fe49e1a6e9dde27b43d090017ce,1000110100001101001010110010101100110011001100110011001100110011,119,371,JPEG,7718,PARTIAL_PPE,val,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0094_w00,scene_0094,007a2431adb23d0ecd3ad1339bb9b0f7838ea7b47674d6bd8fb8e8ca68487247,0111000111110000111010001110100011101000001100110011001100001111,134,330,JPEG,9868,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0094_w01,scene_0094,4319b02cc1e4bb9fdbfa44e47f300e649418ea72089cd3b078db798012afb6dc,0111000111110000110011001100110011101000001100110011001100001111,150,258,JPEG,8323,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0095_w00,scene_0095,9b917853878d48aa2b5b9f287d044e792ca48a300c6de715add5c0fc6ac2177d,1000111000001111011010110110100100101011001100110011001100110011,107,348,JPEG,8850,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0095_w01,scene_0095,0473c55d2cffeda446347cc801cf25139f000351d7608a6ef76f087aca8a2ca6,1000111000001111001010110010101100110011001100110011001100110011,113,371,JPEG,6202,NO_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0096_w00,scene_0096,3ca0fdcffc4de2f58b191ad1d1d62ebd6b6cf2e107cfb789e05c5c4f034618d7,1000011010101011011010011110100100101011001100110011001100001011,151,296,JPEG,9057,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0097_w00,scene_0097,c5ded595444d2f226a53c097f2b157815c6c000435431b1c75e2bbd977961c25,1111000000101011001010110010101100100011001100110011001100001011,141,377,JPEG,7648,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0097_w01,scene_0097,bde50bd05732d987f6147da6de10a657a296ef9f9e803b5766ad24e438409d72,0000011001001101111010001110100001101001001100110011001100011011,118,275,JPEG,6745,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0098_w00,scene_0098,1347d0e5386923fa0aa92d387f1c1ea9028728669e005eb19de0e75ebd747116,1000011000001111011010010110100101101001001100110011001100110111,119,379,JPEG,9444,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0099_w00,scene_0099,e2887520a13369a8f01ef96d185e094e38babe05052f58d0820f28800ddd12c3,1000010100001101001010110010101100110011001100110011001100101011,165,277,JPEG,7597,PARTIAL_PPE,test,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0100_w00,scene_0100,77fb02e0ba9298a285566b2466e6b7f81314d37c0d3ddb36ca6090982332b81c,1000101100001011001010110010101100110011001100110011001100110011,98,336,JPEG,6682,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0100_w01,scene_0100,4ecbecfbdbf190e747626b2c518a987e917f9684f13e8ed75e5c147e3dc682c8,1000110000001111001010110010101100110011001100110011001100110011,160,368,JPEG,8082,NO_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0101_w00,scene_0101,6800cbe52924edb340dd145502ca8d3e3b6c651f36f396be70efd8893ee74ce8,1000111000001111001010110010101100110011001100110011001100101011,165,278,JPEG,6492,NO_PPE,val,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0102_w00,scene_0102,1805cc273e60cfc754dfa652e3c155c976ea4657dea62154114c502491106cb4,1000011000001111011010110110101100101011001100110011001100110011,118,371,JPEG,9370,FULL_PPE,test,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0103_w00,scene_0103,c4eaf069e5bdebf2fb49702de610a9f97e72d553619c3fe8f9044e141e01508b,1000100100001001001010110110100100101011001100110011001100101011,165,364,JPEG,10536,PARTIAL_PPE,test,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0104_w00,scene_0104,bbe7d99dae68138731eed0414115fe75c0008cf9088154f1ce7b9fa471857718,0010111000101101011010010110100101101001001100110011001100101011,141,323,JPEG,9671,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0104_w01,scene_0104,24d4ec9eaa5d17b2a9b49654e0d262f09b802269f5ce679253ec2b64b22837bf,1000111000001111001010110010101100110011001100110011001100110011,120,296,JPEG,5944,NO_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0105_w00,scene_0105,f0ae9453d6c8fc4b91fbdd7816b929733e2440ce477b817124bc198f39206f5a,1000011001101001011010010110100101101001001100110011001100110011,124,308,JPEG,8430,FULL_PPE,val,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0106_w00,scene_0106,73d7efcee3747b7bfa315a6e7ba11248d90bc37b3cc5d8e3056f568309cb0002,1011101100101011011010010110100100101011001100110011001100110011,140,334,JPEG,8778,FULL_PPE,test,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0107_w00,scene_0107,997883624a25b22716274113eac8de795f7f871106e602deb2ec391ddcb6a63f,1111001000101011011010010110100100101011001100110011001100101011,164,360,JPEG,11775,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0108_w00,scene_0108,e9cf160fe772eeb03740c8b6b0bb512d019a9ec145cc708db0fa9120745a084e,0110111001101011011010010110100100101011001100110011001100101011,114,286,JPEG,8480,PARTIAL_PPE,test,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0109_w00,scene_0109,066c3b38ac17bef0e97b8aca89c065b4d974d5789c8b49eb156c7637a4ffcdb6,1010011010101111011010111110100100101011001100110011001100101011,168,300,JPEG,12637,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0110_w00,scene_0110,9ffe283ed1275d93fcfd7134fa5d14d8b1d300f940d0a5a09b17942044d80131,0010010000101001110010001110100001101001001100110011001100100111,133,326,JPEG,9170,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0111_w00,scene_0111,be3f9828cf3530e689831f378273e0e3437ad96eeb6057c80e5dd8d0a2df19fc,1001101100001011001010110010101100101011001100110011001100011011,136,379,JPEG,12029,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0111_w01,scene_0111,9f0bf2b63118622457f48b95f580a21ad5d22c61a9dca179863173b050257d18,1000110100001101001010110010101100101011001100110011001100101011,159,312,JPEG,11002,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0112_w00,scene_0112,e683edf586899d65e31503f4ab290936c4e7ee27642f821328419a6f8bb583a2,1111000000110011001000110010101100110011001100110011001100001011,138,377,JPEG,7666,NO_PPE,val,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0113_w00,scene_0113,3efcfc6b050c04a250fc2530db121508f28befb2ab9b3149355265b838553057,1000011001001101011010011110100001101001001100110011001100110011,112,360,JPEG,7339,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0114_w00,scene_0114,e0ae1fdaee5e3536e9ff11392668bac3a0f66e8fadac90d488aa342871c6b427,1000111000001111001010110010101100110011001100110011001100110011,110,258,JPEG,5217,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0115_w00,scene_0115,7a1a474a9f977fa1d822975e95cc2a2abecff3ccb728c2c300f7e449d7e3ae18,1111000111100000111010001110100011101001001100110011001100001111,110,246,JPEG,7243,PARTIAL_PPE,val,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0116_w00,scene_0116,17a87e41ed135d60adf1547e8ec687eda67578d588d9442e12f314a1ec345993,1001000100001111001010110010101100110011001100110011001100110011,148,245,JPEG,6170,PARTIAL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0117_w00,scene_0117,c5dbc216ca628beaac876662be5d953f2ea750ac2a3e983c3fea2482d8206269,1101101101001011011010010110100101101011001100110011001100110011,144,314,JPEG,9641,FULL_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0117_w01,scene_0117,fde2c0c1b4503fd389bc488b3bf1bf7eebc7fa7c9e91fce2f899fd8ded5a15ed,1010110000101011001010110010101100110011001100110011001100110011,123,278,JPEG,5060,NO_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0118_w00,scene_0118,95e94773a673ed6545fc4ef353f8d0bddc333a2ac522afd29514ef52e748063f,1111000000110011001000110010101100110011001100110011001100001111,112,389,JPEG,6072,NO_PPE,train,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0119_w00,scene_0119,ccb58260424ba792464e0f513214c2741626a7afd09c7ca0f930d9ac7976462a,1101100000101011001000110010101100110011001100110011001100011011,115,313,JPEG,6249,PARTIAL_PPE,test,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0119_w01,scene_0119,0cfb3493aca251a56cbdad3b5bd226ae825c9a2c5322cc511856ec3a876a1a26,0110100101101101111010001110100001101001001100110011001100001011,169,254,JPEG,9732,FULL_PPE,test,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
scene_0119_w02,scene_0119,15c685aeec8dc650b8f1d3872b1311b1fb0c0580f527442d33e6493f745bd392,1111000000101011011010010110100100101011001100110011001100001011,158,270,JPEG,9837,FULL_PPE,test,1.0.0,1.0.0,2026-09-13T23:02:03.862057+00:00
