sample_id,source_image_id,split,class,sha256,phash,lineage_id
scene_0083_w00,scene_0083,train,FULL_PPE,03eea74cd1bbce08fdb325d60a73485e8cb1b42b81cb2b7430502c6ccb8f25dc,0100101101001011011010010110100101101001001100110011001100110011,scene_0083->scene_0083_w00
scene_0083_w01,scene_0083,train,FULL_PPE,01ab9014a9fe72337a7ee11e3ccd1d634cc90dcaabe0658326f1540fe7211ded,1000011000001111011010010110100100101011001100110011001100110011,scene_0083->scene_0083_w01
scene_0084_w00,scene_0084,train,PARTIAL_PPE,49202e10c11a8084e000926cad5924d4ac6f8fadab1d265ebaa0c08eef57e6f6,1111000111110000111010001110100011101000001100110011001100110011,scene_0084->scene_0084_w00
scene_0084_w01,scene_0084,train,FULL_PPE,a78305c8fd51b9093bbb8cb2f432dfa8cab9ab5d698223466be29dc28133f4ba,0111000111110000110011001100100011101000001100110011001100001111,scene_0084->scene_0084_w01
scene_0085_w00,scene_0085,train,FULL_PPE,ff008e2c6060b5da588328e2c8895743fea80d1907a1480ab48f5f71600340d0,1000011000001111001010110010101100101011001100110011001100101011,scene_0085->scene_0085_w00
scene_0085_w01,scene_0085,train,PARTIAL_PPE,c6e011cb69a44ab14e0d5fe33fb14e866997d84bb0b25a098c5a7755ec4397c2,1000111000001111001010110010101100101011001100110011001100110011,scene_0085->scene_0085_w01
scene_0085_w02,scene_0085,train,FULL_PPE,99d384a9cd2df6a7b0724975308d82a60593896490d66ba0a64a6f8bd182b193,0101011001001111011010010110100101101011001100110011001100110011,scene_0085->scene_0085_w02
scene_0086_w00,scene_0086,test,PARTIAL_PPE,4cb7863c31a4337ce8d4ce716f85e4630957db7913e8871b7598dc37dc752f26,1000111000001111001010010110100100101001001100110011001100110011,scene_0086->scene_0086_w00
scene_0087_w00,scene_0087,test,FULL_PPE,e5baef549f6fedd476568c1df479cc1b1a41f285a72b7447e184cde2827cc3db,1011000000101001011010010110100100101011001100110011001100011011,scene_0087->scene_0087_w00
scene_0087_w01,scene_0087,test,PARTIAL_PPE,116e4175357e606724c72b82f48a6abb258447f3fe6c4c258d30493723e93b8d,0010101000101011011010010110100100101011001100110011001100101011,scene_0087->scene_0087_w01
scene_0088_w00,scene_0088,train,FULL_PPE,351c24d39cb0ed66b7331ad98565a8b0694b3f0d292e0ccb32faf2e5a59a2d30,0110100001101001011010010110100100101011001100110010101100001011,scene_0088->scene_0088_w00
scene_0088_w01,scene_0088,train,NO_PPE,8cba3151988aa747ba150ee6c7fb71d56e758b8d1de3ecd582e55c686b0468b5,1111000000110011001000110010101100110011001100110011001100001011,scene_0088->scene_0088_w01
scene_0089_w00,scene_0089,train,PARTIAL_PPE,f33cdd5ce25a0bdbde021c7ad3ab98b2a3516cbd8c1c5e9c1cce3c291467be2f,0111000001110001000100110010101100110011001100110011001100001111,scene_0089->scene_0089_w00
scene_0090_w00,scene_0090,train,NO_PPE,ad586337ed95843ecf327be9b671bc0acd6be423f061b34e3ecf300ed9c19016,0111000000110001000000110010101100110011001100110011001100110011,scene_0090->scene_0090_w00
scene_0091_w00,scene_0091,train,PARTIAL_PPE,3ad9359f899b6cced44c2440a42ca3becd41a26fc1c1361d908545639a667e7a,1111000000100011001010110010101100110011001100110011001100001011,scene_0091->scene_0091_w00
scene_0091_w01,scene_0091,train,FULL_PPE,9b9961464a804b41cbb77e0c2a7f8e486175b8ea6950914d21deaca7eb1c66f1,0111100101101001110011001100100001101000001100110011001100001011,scene_0091->scene_0091_w01
scene_0092_w00,scene_0092,test,PARTIAL_PPE,335c8beeac103a770863ecc6d2b92301a23b035d36fc543d242ffe87c64638b3,0111000111110000111010001110100011101000001100110011001100001111,scene_0092->scene_0092_w00
scene_0092_w01,scene_0092,test,NO_PPE,d32dc500627fa18f998e66263c2f91137be51f554125dd6b785e6b5f716bff31,0111000101110001000001110010101100100011001100110011001100001111,scene_0092->scene_0092_w01
scene_0092_w02,scene_0092,test,FULL_PPE,3557e01bbb2144703b0a987b4d56deafc16cc765f64e57316215842fef24e70f,0111000111110000110011001100110011001000001100110011001100110011,scene_0092->scene_0092_w02
scene_0093_w00,scene_0093,val,PARTIAL_PPE,0fec33cdaca10dab26f2199a55502e7c6c251fe49e1a6e9dde27b43d090017ce,1000110100001101001010110010101100110011001100110011001100110011,scene_0093->scene_0093_w00
scene_0094_w00,scene_0094,train,FULL_PPE,007a2431adb23d0ecd3ad1339bb9b0f7838ea7b47674d6bd8fb8e8ca68487247,0111000111110000111010001110100011101000001100110011001100001111,scene_0094->scene_0094_w00
scene_0094_w01,scene_0094,train,FULL_PPE,4319b02cc1e4bb9fdbfa44e47f300e649418ea72089cd3b078db798012afb6dc,0111000111110000110011001100110011101000001100110011001100001111,scene_0094->scene_0094_w01
scene_0095_w00,scene_0095,train,PARTIAL_PPE,9b917853878d48aa2b5b9f287d044e792ca48a300c6de715add5c0fc6ac2177d,1000111000001111011010110110100100101011001100110011001100110011,scene_0095->scene_0095_w00
scene_0095_w01,scene_0095,train,NO_PPE,0473c55d2cffeda446347cc801cf25139f000351d7608a6ef76f087aca8a2ca6,1000111000001111001010110010101100110011001100110011001100110011,scene_0095->scene_0095_w01
scene_0096_w00,scene_0096,train,PARTIAL_PPE,3ca0fdcffc4de2f58b191ad1d1d62ebd6b6cf2e107cfb789e05c5c4f034618d7,1000011010101011011010011110100100101011001100110011001100001011,scene_0096->scene_0096_w00
scene_0097_w00,scene_0097,train,PARTIAL_PPE,c5ded595444d2f226a53c097f2b157815c6c000435431b1c75e2bbd977961c25,1111000000101011001010110010101100100011001100110011001100001011,scene_0097->scene_0097_w00
scene_0097_w01,scene_0097,train,PARTIAL_PPE,bde50bd05732d987f6147da6de10a657a296ef9f9e803b5766ad24e438409d72,0000011001001101111010001110100001101001001100110011001100011011,scene_0097->scene_0097_w01
scene_0098_w00,scene_0098,train,FULL_PPE,1347d0e5386923fa0aa92d387f1c1ea9028728669e005eb19de0e75ebd747116,1000011000001111011010010110100101101001001100110011001100110111,scene_0098->scene_0098_w00
scene_0099_w00,scene_0099,test,PARTIAL_PPE,e2887520a13369a8f01ef96d185e094e38babe05052f58d0820f28800ddd12c3,1000010100001101001010110010101100110011001100110011001100101011,scene_0099->scene_0099_w00
scene_0100_w00,scene_0100,train,PARTIAL_PPE,77fb02e0ba9298a285566b2466e6b7f81314d37c0d3ddb36ca6090982332b81c,1000101100001011001010110010101100110011001100110011001100110011,scene_0100->scene_0100_w00
scene_0100_w01,scene_0100,train,NO_PPE,4ecbecfbdbf190e747626b2c518a987e917f9684f13e8ed75e5c147e3dc682c8,1000110000001111001010110010101100110011001100110011001100110011,scene_0100->scene_0100_w01
scene_0101_w00,scene_0101,val,NO_PPE,6800cbe52924edb340dd145502ca8d3e3b6c651f36f396be70efd8893ee74ce8,1000111000001111001010110010101100110011001100110011001100101011,scene_0101->scene_0101_w00
scene_0102_w00,scene_0102,test,FULL_PPE,1805cc273e60cfc754dfa652e3c155c976ea4657dea62154114c502491106cb4,1000011000001111011010110110101100101011001100110011001100110011,scene_0102->scene_0102_w00
scene_0103_w00,scene_0103,test,PARTIAL_PPE,c4eaf069e5bdebf2fb49702de610a9f97e72d553619c3fe8f9044e141e01508b,1000100100001001001010110110100100101011001100110011001100101011,scene_0103->scene_0103_w00
scene_0104_w00,scene_0104,train,FULL_PPE,bbe7d99dae68138731eed0414115fe75c0008cf9088154f1ce7b9fa471857718,0010111000101101011010010110100101101001001100110011001100101011,scene_0104->scene_0104_w00
scene_0104_w01,scene_0104,train,NO_PPE,24d4ec9eaa5d17b2a9b49654e0d262f09b802269f5ce679253ec2b64b22837bf,1000111000001111001010110010101100110011001100110011001100110011,scene_0104->scene_0104_w01
scene_0105_w00,scene_0105,val,FULL_PPE,f0ae9453d6c8fc4b91fbdd7816b929733e2440ce477b817124bc198f39206f5a,1000011001101001011010010110100101101001001100110011001100110011,scene_0105->scene_0105_w00
scene_0106_w00,scene_0106,test,FULL_PPE,73d7efcee3747b7bfa315a6e7ba11248d90bc37b3cc5d8e3056f568309cb0002,1011101100101011011010010110100100101011001100110011001100110011,scene_0106->scene_0106_w00
scene_0107_w00,scene_0107,train,FULL_PPE,997883624a25b22716274113eac8de795f7f871106e602deb2ec391ddcb6a63f,1111001000101011011010010110100100101011001100110011001100101011,scene_0107->scene_0107_w00
scene_0108_w00,scene_0108,test,PARTIAL_PPE,e9cf160fe772eeb03740c8b6b0bb512d019a9ec145cc708db0fa9120745a084e,0110111001101011011010010110100100101011001100110011001100101011,scene_0108->scene_0108_w00
scene_0109_w00,scene_0109,train,FULL_PPE,066c3b38ac17bef0e97b8aca89c065b4d974d5789c8b49eb156c7637a4ffcdb6,1010011010101111011010111110100100101011001100110011001100101011,scene_0109->scene_0109_w00
scene_0110_w00,scene_0110,train,FULL_PPE,9ffe283ed1275d93fcfd7134fa5d14d8b1d300f940d0a5a09b17942044d80131,0010010000101001110010001110100001101001001100110011001100100111,scene_0110->scene_0110_w00
scene_0111_w00,scene_0111,train,FULL_PPE,be3f9828cf3530e689831f378273e0e3437ad96eeb6057c80e5dd8d0a2df19fc,1001101100001011001010110010101100101011001100110011001100011011,scene_0111->scene_0111_w00
scene_0111_w01,scene_0111,train,FULL_PPE,9f0bf2b63118622457f48b95f580a21ad5d22c61a9dca179863173b050257d18,1000110100001101001010110010101100101011001100110011001100101011,scene_0111->scene_0111_w01
scene_0112_w00,scene_0112,val,NO_PPE,e683edf586899d65e31503f4ab290936c4e7ee27642f821328419a6f8bb583a2,1111000000110011001000110010101100110011001100110011001100001011,scene_0112->scene_0112_w00
scene_0113_w00,scene_0113,train,PARTIAL_PPE,3efcfc6b050c04a250fc2530db121508f28befb2ab9b3149355265b838553057,1000011001001101011010011110100001101001001100110011001100110011,scene_0113->scene_0113_w00
scene_0114_w00,scene_0114,train,PARTIAL_PPE,e0ae1fdaee5e3536e9ff11392668bac3a0f66e8fadac90d488aa342871c6b427,1000111000001111001010110010101100110011001100110011001100110011,scene_0114->scene_0114_w00
scene_0115_w00,scene_0115,val,PARTIAL_PPE,7a1a474a9f977fa1d822975e95cc2a2abecff3ccb728c2c300f7e449d7e3ae18,1111000111100000111010001110100011101001001100110011001100001111,scene_0115->scene_0115_w00
scene_0116_w00,scene_0116,train,PARTIAL_PPE,17a87e41ed135d60adf1547e8ec687eda67578d588d9442e12f314a1ec345993,1001000100001111001010110010101100110011001100110011001100110011,scene_0116->scene_0116_w00
scene_0117_w00,scene_0117,train,FULL_PPE,c5dbc216ca628beaac876662be5d953f2ea750ac2a3e983c3fea2482d8206269,1101101101001011011010010110100101101011001100110011001100110011,scene_0117->scene_0117_w00
scene_0117_w01,scene_0117,train,NO_PPE,fde2c0c1b4503fd389bc488b3bf1bf7eebc7fa7c9e91fce2f899fd8ded5a15ed,1010110000101011001010110010101100110011001100110011001100110011,scene_0117->scene_0117_w01
scene_0118_w00,scene_0118,train,NO_PPE,95e94773a673ed6545fc4ef353f8d0bddc333a2ac522afd29514ef52e748063f,1111000000110011001000110010101100110011001100110011001100001111,scene_0118->scene_0118_w00
scene_0119_w00,scene_0119,test,PARTIAL_PPE,ccb58260424ba792464e0f513214c2741626a7afd09c7ca0f930d9ac7976462a,1101100000101011001000110010101100110011001100110011001100011011,scene_0119->scene_0119_w00
scene_0119_w01,scene_0119,test,FULL_PPE,0cfb3493aca251a56cbdad3b5bd226ae825c9a2c5322cc511856ec3a876a1a26,0110100101101101111010001110100001101001001100110011001100001011,scene_0119->scene_0119_w01
scene_0119_w02,scene_0119,test,FULL_PPE,15c685aeec8dc650b8f1d3872b1311b1fb0c0580f527442d33e6493f745bd392,1111000000101011011010010110100100101011001100110011001100001011,scene_0119->scene_0119_w02
